Name,Price,Location,Rating,Sold
ASUS VIVOBOOK GO 14 E410KA N4500 N6000 4GB 512GB 256GB SSD W11+OHS 14.0FHD - A1400KA A1400EA E410MAO E410MA L410MA A410MA A416MAO E410KAO L510MA A1400EA R410MA E210MA E210MAO E210KA E210KAO,Rp3.779.000,Jakarta Utara,4.9,500+ terjual
LAPTOP HP 245 G10 RYZEN 3 7320 8GB 512GB 256GB W11 OHS 14.0,Rp5.349.000,Jakarta Utara,5.0,80+ terjual
Laptop HP ProBook 430 G8 Core i5 Gen 11 i5-1135G7 RAM 8GB SSD 256GB Obrall Harga Murah,Rp3.700.000,Jakarta Barat,5.0,6 terjual
Best seller !! Dell Latitude 7420 i7 Gen 11 Ram 16GB Ssd 512GB Free Mouse/Tas,Rp2.500.000,Jakarta Barat,5.0,16 terjual
Thinkpad T495 Ryzen 7 Pro 3700U 16GB 512GB VEGA 2GB / thinkpad t495,Rp3.000.000,Jakarta Pusat,5.0,250+ terjual
Laptop Dell Latitude 7210 / 7320 Detachable Core i7 Gen 11 Ram 16 GB SSD 512 GB MULUS ORI,Rp7.500.000,Jakarta Pusat,5.0,22 terjual
Laptop Asus X401U Slim SSD 256 GB Asus Slimbook X401U Tipis Ringan Windows 10 Laptop Mahasiswa Laptop Kerja Office Terbaru Laptop Zoom Laptop Duduk Ryzen 3 Ryzen 5 Ryzen 7 x1,Rp1.150.000,Malang,,
Laptop Gaming Bener Asus ROG Strix G G531GD GTX 1050 i5-9300H TUF A15,Rp8.700.000,Bandung,,
Asus Vivobook Go 14 E1404FA AMD Ryzen 5-7520U 8GB SSD 512GB RESMI,Rp6.600.000,Bandung,5.0,1 terjual
Laptop Dell Latitude 7320 Core i7 Gen 11 RAM 16GB SSD 512 FHD IPS Slim,Rp5.250.000,Jakarta Barat,4.9,30+ terjual
Laptop Lenovo Thinkpad X1 Carbon G1 Core I7 | I5 RAM 8 SSD 256 Murah,Rp1.000.000,Jakarta Barat,5.0,4 terjual
Laptop Dell Latitude 7440 Touchscreen 2in1 Core i7 Gen 13 RAM 32GB SSD 512 FHD IPS Slim Mulus Bergaransi,Rp8.990.000,Jakarta Barat,5.0,15 terjual
Dell Latitude 7320 Detachable 2in1 Core i7 Gen-11/RAM 16GB/512GB SSD/Touch Plus Pen,Rp9.999.000,Jakarta Pusat,5.0,2 terjual
Laptop Touchscreen Lenovo Thinkpad T470S Core i7 8GB / 512GB,Rp2.000.000,Jakarta Barat,5.0,60+ terjual
LAPTOP LENOVO IDEAPAD SLIM 3 - RYZEN 3 7320U 8GB 512GB SSD WIN11 + OHS,Rp6.199.000,Jakarta Pusat,4.9,500+ terjual
Dell XPS 13 9380 i7 8th 16GB 512GB / Dell XPS 13 9380 I5-8th 9370,Rp4.000.000,Jakarta Pusat,5.0,30+ terjual
HARGA AMBYARR Laptop Asus ZenBook UX425EA Core i7 gen11 16gb/512gb 14 inc Full HD MINUS cek deskripsi,Rp7.199.000,Jakarta Utara,,
ASUS VIVOBOOK GO 14 E1404FA AMD RYZEN 3 7320U 8GB 512GB SSD W11+OHS 14.0FHD,Rp5.689.000,Jakarta Utara,4.9,1rb+ terjual
"Laptop ACER Aspire A315 Intel Core i3-1005G1 4GB/256GB SSD 15"" fhd",Rp5.449.000,Jakarta Pusat,5.0,8 terjual
Laptop Lenovo ThinkPad X1 Yoga 6th vPRO Core i5 Gen 11 - RAM 8GB - SSD 1TB - 14 inch - Full HD - Include Pen Stylus - TouchScreen,Rp6.299.000,Jakarta Pusat,4.9,28 terjual
"HW touchscreen Laptop Baru 15.6 Inci untuk Gaming dan Kantor - Performa Tinggi dan Tipis, Prosesor Intel Generasi ke-13 N95, RAM 32GB DDR4, SSD NVMe 1TB Cepat, Pemindai Sidik Jari, Windows 11 Terinstal, Garansi 1 Tahun",Rp3.299.999,Jakarta Utara,5.0,17 terjual
Laptop HP EliteBook 840 G5 Core i5 Gen 8 / Touchscreen,Rp2.300.000,Jakarta Barat,4.9,100+ terjual
TECNO MEGABOOK T1 14 RYZEN 5 7430U RAM 16GB SSD 512GB 14.0WUXGA 100SRGB 75WH,Rp6.999.000,Jakarta Utara,5.0,100+ terjual
"Laptop ASUS VivoBook 14 CORE I3-1315 8GB 512 SSD W11 OHS 14""FHD - A1404/A1404VA",Rp6.899.000,Jakarta Utara,5.0,100+ terjual
Terlaris LAPTOP ULTRABOOK HP ENVY 13 TOUCH i5 1135G7 16GB 512SSD W10,Rp8.084.000,Bandung,,
LAPTOP AXIOO HYPE 10 X HYPE 1 INTEL CELERON N4020 8GB 384GB 256GB W11+OFFICE 14.0 HD,Rp2.449.000,Jakarta Utara,4.9,1rb+ terjual
NEW Laptop Lenovo Ideapad SLIM 5 Ryzen 7 8845HS 16GB 2TB 16 inch WUXGA Touchscreen Win11Home,Rp10.299.000,Tangerang,4.0,3 terjual
ASUS VIVOBOOK A412 INTEL CORE I5-8265U RAM 8GB SSD 256GB,Rp4.550.000,Kediri,5.0,1 terjual
LAPTOP AXIOO HYPE 3 G11 I3 1125G4 8GB 256GB W11 14.0FHD IPS,Rp4.229.000,Jakarta Utara,5.0,100+ terjual
SIAP PAKAI Laptop Asus X441U Intel Core i3-Ram 8GB/256GB SSD - Win 10,Rp1.340.000,Jakarta Barat,4.8,40+ terjual
ASUS Vivobook Go 12 E210KA-HD4411M - Peacock Blue [Intel Celeron N4500 / Intel UHD Graphics / 8GB / 128GB / 11.6inch / WIN11 / OHS24 / M365],Rp3.859.000,Jakarta Timur,5.0,15 terjual
2025 Baru CNAST  Laptop Touchscreen dua layar YOGA BOOK 14D Intel N95 Ram16+512GB SSD Win11&Office,Rp7.350.000,Jakarta Barat,5.0,6 terjual
LAPTOP ASUS X441 RAM 4 SSD 512 GB WIND 10/BERGARANSI 1 TAHUN,Rp1.550.000,Jakarta Barat,4.6,60+ terjual
Lenovo Thinkpad Yoga 11e Core i7 RAM 16GB BERGARANSI,Rp2.450.000,Jakarta Pusat,4.8,60+ terjual
BEST PRICE  !! Laptop Lenovo Thinkpad T14 CORE i7 GEN 10 RAM 16GB/1TB SSD,Rp2.400.000,Jakarta Barat,5.0,9 terjual
LENOVO IdeaPad Slim 3 14 i7-13620H/i5-13420H/i5-12450H/i3-1215U 8GB/16GB 512GB SSD 14.0FHD W11 FHD IPS WUXGA,Rp5.579.000,Jakarta Utara,5.0,250+ terjual
Lenovo Thinkpad T490 T490s Core i5 Gen8 RAM 16GB SSD 512GB 14Inch,Rp1.750.000,Jakarta Barat,4.8,90+ terjual
laptop ASUS UX481F ram 8/512gb Ssd mulus lengkap fullset.,Rp11.000.000,Jakarta Selatan,,1 terjual
Laptop Lenovo X1 Yoga Core i7 gen 7 RAM 16GB - SSD 1TB FHD FREE TAS,Rp3.650.000,Jakarta Barat,4.8,17 terjual
Laptop 16inch Core i7 10850H 10th gen Touch screen Dual Screen 2560*16,Rp12.950.000,Jakarta Barat,5.0,6 terjual
Laptop Lenovo Yoga 370 i5 Gen 7 RAM 8 /SSD 512GB -13 inch Touchscreen,Rp3.600.000,Jakarta Barat,5.0,3 terjual
LENOVO IDEAPAD SLIM 3i X SLIM 1 14 CORE I3 1215 - INTEL N4020 W11+OHS 14.0FHD BLIT 14IGL SLIM 3,Rp4.379.000,Jakarta Utara,5.0,100+ terjual
Lenovo Thinkpad L13 Yoga 2 in 1 Intel Core i7 | i5 Gen 12 RAM 16GB,Rp3.950.000,Jakarta Barat,5.0,250+ terjual
SPEK TINGGI - Laptop HP EliteBook 830 G5 Core i7 Gen8 RAM 16GB SSD 512,Rp2.500.000,Jakarta Barat,4.7,250+ terjual
"Hp elite dragonfly 13 G4 touch i7 1355u 32gb 1tb ssd windows 11pro 13.5""FHD ips",Rp14.799.000,Jakarta Selatan,5.0,5 terjual
Laptop Gaming Dell 3400 Core i7 8565u Ram 32Gb SSD 1 TB Nvidia Mx130,Rp7.000.000,Jakarta Timur,4.7,5 terjual
Laptop Bekas Dell Core i5 RAM 8GB/6GB/4GB/SSD 512GB/256GB/HDD 1TB 500,Rp1.500.000,Jakarta Utara,4.7,60+ terjual
Lenovo Ideapad Slim 1 14 N4020 8GB 256SSD Gen4 W11+OHS 14.0 2YR,Rp4.549.000,Jakarta Pusat,5.0,100+ terjual
ASUS A407UA INTEL CORE i3-7020U / RAM 12GB SSD 512GB / WIN 10 + OFFICE,Rp3.050.000,Jakarta Barat,5.0,22 terjual
Lenovo X1 Carbon 5th Core i5 Gen 6 Ram 8GB/16GB SSD 128GB/256GB/512GB,Rp2.450.000,Jakarta Pusat,4.8,17 terjual
HUAWEI MATEBOOK D15 I3 15.6 FHD IPS 8GB SSD 1TB W10,Rp7.397.000,Jakarta Utara,,2 terjual
Lenovo V14 G4 IRU Intel Core i5 13420H 8GB RAM 512SSD Windows 11 OHS IPS 14 Inch FHD CHID,Rp8.149.000,Jakarta Utara,5.0,60+ terjual
"MULUS !! LAPTOP HP EliteBook 830 G6 Core i7-8TH /RAM 32GB/ SSD 1TB 14""",Rp2.500.000,Jakarta Barat,5.0,80+ terjual
Lenovo Thinkpad T14 G2 core i7 Gen 11Th | 16GB | SSD 1TB | Win 11 Pro | 14inc | FULL HD,Rp7.200.000,Jakarta Pusat,5.0,9 terjual
Lenovo Thinkpad T410 T420 T430 T430s MULUS / BERGARANSI / ORIGINAL,Rp1.400.000,Bandung,4.9,250+ terjual
"LENOVO YOGA 7 2IN1 14 TOUCH RYZEN 5 8640HS 8GB 512GB W11 14.0"" FHD IPS",Rp9.999.000,Jakarta Utara,,
ASUS VIVOBOOK 14 M1405YA RYZEN 7 7730 16GB 512SSD W11+OHS 14.0WUXGA,Rp8.039.000,Jakarta Utara,5.0,250+ terjual
Laptop Lenovo Ideapad Flex 5 14ITL05 Touchscreen Intel Core i3-1115G4 Ram 16Gb 512Gb Normal Siap Pakai - Leptop Laptop Murah - Laptop Malang - Laptop Gaming - Bergaransi - Laptop Bekas - Laptop Bekas Malang,Rp4.800.000,Malang,,2 terjual
Laptop HP Intel Core i3 Gen 12 UHD 8GB / 4GB RAM 512GB SSD Blue / Gold / Silver Windows 11 Home 14 / 15.6 Inch Garansi 2 Tahun,Rp7.249.000,Jakarta Utara,4.9,750+ terjual
Macbook Pro M1 Pro Chip 16 inch RAM 32 SSD 1TB,Rp8.250.000,Tangerang,5.0,9 terjual
Lenovo Ideapad Slim 3i i3-1215U 256GB SSD 8GB FHD Win11+OHS,Rp5.799.000,Makassar,4.9,40+ terjual
HP Elitebook 845 G9 Ryzen 7 PRO TOUCHSCREEN | Radeon Vega RAM 32GB,Rp4.450.000,Jakarta Pusat,5.0,50+ terjual
Laptop Lenovo Thinkpad Yoga X390 Core i5 16GB/512GB Free Tas/Mouse,Rp3.000.000,Jakarta Barat,5.0,50+ terjual
"ACER LAPTOP ASPIRE LITE AL14-71P-544E 14"" WUXGA INTEL CORE I5-13500H RAM 8GB STORAGE 512GB SSD INTEL IRIS XE WINDOWS 11",Rp8.519.000,Jakarta Timur,5.0,6 terjual
Laptop Lenovo Ideapad Flex 3 11GL05 Touchscreen Intel Celeron N4020 Ram 4GB Ssd 256Gb SCU19714 Normal Siap Pakai - Laptop Murah - Laptop Malang - Laptop Gaming - Bergaransi - Laptop Bekas - Laptop Bekas Malang - Laptop Kuliah - Laptop Kantoran - Laptop,Rp2.835.000,Malang,,
Laptop Lenovo V14 G4 Intel Core i3-1315U 8GB/256GB SSD 14.0'' Full HD Windows 11 2Y,Rp5.499.000,Jakarta Pusat,5.0,250+ terjual
HP Laptop 240 G9 Core i3-1315 8GB 512SSD Win11  14.0FHD 1Yr Warranty,Rp5.799.000,Jakarta Utara,5.0,250+ terjual
"ASUS Vivobook Go 14 E1404FA AMD Ryzen 3-7320U DDR5 8GB 14"" FHD W11 OHS",Rp5.689.000,Jakarta Pusat,4.9,1rb+ terjual
Macbook Pro 15 Core i7 SSD 256gb RAM 16gb Dual VGA Normal,Rp3.950.000,Jakarta Pusat,4.1,19 terjual
Laptop Samsung Galaxy Book Pro 15 Inch,Rp10.875.000,Jakarta Utara,5.0,40+ terjual
Laptop X1 YOGA i7 Gen 11 Touchscreen RAM 32GB/1TB SSD FULLSET,Rp9.000.000,Jakarta Barat,4.8,29 terjual
Lenovo Thinkpad X13 Yoga | X13 Intel Core I7 | I5 Gen 12 RAM 16GB,Rp3.650.000,Jakarta Barat,5.0,250+ terjual
SPEK TINGGI !! Laptop Dell Latitude 7420 i7 GEN 11 RAM 16GB/1TB SSD -,Rp4.207.500,Jakarta Barat,5.0,10 terjual
LENOVO PRO 5 16 OLED TOUCH RTX4050 ULTRA 9 185H 32GB 1TB W11 OFFICE 16.0QHD - LAPTOP GAMING ULTRABOOK,Rp18.799.000,Jakarta Utara,5.0,250+ terjual
SUPER SALE LAPTOP HASEE COMPUTER COREI5 GEN9 8GB/256GB 15.6 inc FHD MINUS cek deskripsi,Rp4.250.000,Jakarta Utara,,
"ASUS EXPERTBOOK P1 PM1403CDA RYZEN 5 7535HS 8/16GB 512GB W11+OHS 14""FHD",Rp7.399.000,Jakarta Utara,5.0,100+ terjual
Lenovo Thinkpad T14 G1 Ryzen 7 Pro 4750u 16GB & 256Gb l T14 G1 Ryzen 5 Pro 4650u 16GB & 256GB l T14 G1 Core i7 Gen10 16GB & 256GB l T14 G1 Core i5 Gen10 16GB & 256GB,Rp3.650.000,Jakarta Pusat,5.0,7 terjual
Dell Latitude 5420 Core i5 / i7 11th Gen Laptop Second 14 Inch Not E5420,Rp4.100.000,Kab. Tangerang,5.0,50+ terjual
Dell Latitude 7310 7410 i7 10th 32GB 512GB / Dell latitude 5410 5310,Rp3.800.000,Jakarta Pusat,4.9,30+ terjual
LAPTOP LANCAR GAMING ! Lenovo Thinkpad T470s i7 7TH Touchscreen,Rp2.050.000,Jakarta Barat,5.0,30+ terjual
"Second Laptop Gaming MSI GF72 6QF | Core i7 6700HQ | RAM 8 GB | SSD 128 GB | GTX 970M 3GB | Layar 17""FHD | Windows 11 + OHS 2021",Rp3.200.000,Surakarta,,
CORE i7 GEN 11 TERMURAH SE INDONESIA  ! DELL LATITUDE 5420 LAPTOP SIAP KERJA MULTIMEDIA DAN EDITING KY LENOVO THINKPAD T14,Rp4.999.999,Jakarta Barat,4.8,30+ terjual
ASUS VIVOBOOK GO 14 E410KA Intel N4500 Ram 8GB 512GB W11+OHS 14.0 Fhd,Rp3.849.000,Jakarta Pusat,5.0,6 terjual
Axioo  Hype 7 X8 Ryzen 7 6800H 16GB 1TB SSD W11 14.0FHD IPS,Rp7.649.000,Jakarta Selatan,5.0,100+ terjual
LAPTOP DELL PREMIUM 2 IN 1 LATITUDE 7400 i7 GEN8 RAM 16 GB SSD 2 TB,Rp5.390.000,Jakarta Utara,5.0,50+ terjual
jual hp murah meriah Laptop,Rp1.000.000.000,Kab. Kendal,,
[FREE MOUSE] ASUS Vivobook Go 14 E410KA-FHD454M - Star Black [Intel Celeron N4500 / Intel UHD Graphics / 8GB / 512GB / 14inch / WIN11 / OHS / M365],Rp5.149.000,Jakarta Timur,4.6,40+ terjual
"Laptop HP 240 G8 i5 1135G7 16GB 512GB W11 14.0"" FHD IPS",Rp6.399.000,Jakarta Utara,4.9,100+ terjual
LENOVO IDEAPAD MIIX 520 I5 8250U 256GB SSD 8GB RAM FHD CAM MULUS MURAH,Rp1.950.000,Jakarta Selatan,,3 terjual
Lenovo Thinkpad X240| X250| X260| X270| X280| X290| i3 / i5 / i7 | Second / Original / Berkualitas / Bergaransi,Rp1.600.000,Jakarta Pusat,5.0,2rb+ terjual
Laptop Lenovo Thinkpad X1 Carbon i5 / i7 Ram 32gb Ssd 2tb Mulus Bergaransi,Rp2.800.000,Bandung,5.0,5 terjual
"ASUS VIVOBOOK GO 12 E210KA N4500 8GB 128GB INTEL UHD 11.6"" W11 OHS No Bag",Rp3.799.000,Jakarta Pusat,4.9,2rb+ terjual
Laptop Core i7 10850H 10th Gen  i9 10885H Touch screen 16 inch 14.1inch Dual Screen 2K ZBOOK Pro UX582,Rp9.750.000,Jakarta Barat,,2 terjual
THINKPAD X1 CARBON i7-8650 GEN 8 TOUCH/ 16GB RAM / 512GB NVME/ IPS FHD,Rp5.350.000,Bogor,4.8,250+ terjual
Infinix Xbook B15 Ryzen 7 5825 8Gb 512Gb W11 15.6Fhd,Rp6.199.000,Bandung,5.0,2 terjual
"ADVAN Workpro Lite Intel Core i5-12450H 14"" IPS FHD 8GB/256GB Laptop Notebook Free Windows 11 Upgradeable",Rp4.599.000,Kab. Tangerang,4.8,1rb+ terjual
SPEK SULTAN ! LAPTOP LENOVO T470s CORE i7 GEN 7 TC RAM 16GB SSD 512GB,Rp5.000.000,Jakarta Barat,4.0,9 terjual
LENOVO V15 AMD Ryzen 3-7320U 8GB/512GB SSD 15.6'' Full HD Windows 11**,Rp4.999.000,Jakarta Pusat,4.7,60+ terjual
ThinkPad X13 G1 Core i7-10th / Core i5-10th / Ryzen 7 / Ryzen 5 || Non Yoga,Rp3.700.000,Jakarta Pusat,5.0,17 terjual
Laptop T490 Intel Core i7 Gen 8 / Ram 8GB & 16GB/Storage SSD 256 & 512GB/Layar 14inchi/Windows&Office,Rp4.100.000,Jakarta Selatan,,
"ACER ASPIRE LITE AL14-31P-C6DD INTEL CORE N100 RAM 8GB STORAGE 512GB SSD INTEL UHD GRAPHICS 14"" WUXGA WIN 11",Rp4.949.000,Jakarta Timur,4.9,100+ terjual
Asus Tuf F16 Intel Core I7 14650HX RTX5070 8GB Ram 32GB Ssd 1TB Windows 11 OHS 16 Inch 2.5k 165hz,Rp28.999.000,Kab. Karawang,,1 terjual
DELL XPS 13 9315 I7 1250 16GB 512SSD W11 13.4FHD SKY,Rp14.899.000,Jakarta Utara,5.0,10 terjual
Laptop Lenovo Thinkpad L13 Yoga Intel I5 10310U 16GB 2TB SSD FHD Touchscreen include PEN Windows 11 Pro Original,Rp5.700.000,Jakarta Barat,5.0,4 terjual
Laptop murah bekas berkualitas Core i5 / i7 Bergaransi Grade B,Rp800.000,Bandung,4.8,100+ terjual
LAPTOP LENOVO THINKPAD X1 CARBON I7 GEN8 RAM 16 GB SSD 1 TB MURAH GOOD,Rp2.790.000,Jakarta Utara,5.0,100+ terjual
LAPTOP LENOVO IDEAPAD SLIM 5 - RYZEN 5 7530U 16GB 512GB SSD W11 + OHS,Rp10.099.000,Jakarta Pusat,5.0,40+ terjual
Laptop Murah Second Berkualitas Core i3 / i5 / i7 Merk Campur Lenovo Asus Toshiba,Rp1.300.000,Kab. Tangerang,,
LAPTOP DESAIN N GAMING ! DELL 7280 CORE i5 GEN 6 8GB/256GB SSD WIN10,Rp2.400.000,Jakarta Barat,5.0,18 terjual
PALING LARIS!! LENOVO THINKPAD YOGA 11E CELERON RAM 8GB/256GB SSD,Rp1.732.500,Jakarta Barat,5.0,50+ terjual
lenovo thinkpad x1 carbon core i7 gen8 RAM 8GB / 16GB / SSD 256GB / 512GB / 1TB WIN ORI Laptop,Rp4.275.000,Jakarta Pusat,4.9,250+ terjual
ULTRABOOK DELL 7390 i5-8350u / 16GB RAM / SSD 256GB / THUNDERBOLT/ FHD,Rp2.350.000,Bogor,4.6,14 terjual
Laptop Murah Asus A456U core i5-7200U Double vga,Rp2.000.000,Tangerang,,
ULTRABOOK DELL 5400 i5-8350U GEN 8 /16GB RAM /256GB SSD /THUNDERBOLT,Rp2.200.000,Bogor,5.0,2 terjual
"Laptop Asus Gaming X550ZE, Gaming Editing Ok, Lengkap, Silver Black",Rp2.000.000,Jakarta Barat,5.0,27 terjual
Asus vivobook a509ma fullset dus dan tas Celeron n4020 Ram 4gb Ssd 256gb 15 inci Keyboard backlit,Rp2.500.000,Tangerang,,
lenovo thinkpad x200/x200i sesuai deskripsi,Rp420.000,Jakarta Selatan,5.0,6 terjual
LAPTOP LENOVO THINKPAD YOGA X380 i7 RAM 16 GB SSD 2 TB TOUCHSCREEN,Rp3.390.000,Jakarta Utara,5.0,60+ terjual
Dell Latitude 5400 i7 16gb SSD 512gb VGA Radeon-540x14FHD w10 PRO,Rp26.499.000,Jakarta Utara,5.0,1 terjual
[FREE MOUSE] ASUS Vivobook 14 A1404VA-FHD3823M - Cool Silver [Intel Core i3-1315U / Intel UHD Graphics / 8GB / 256GB / 14inch / WIN11 / OHS24 / M365],Rp6.899.000,Jakarta Timur,5.0,26 terjual
"MURMER !! LENOVO THINKPAD L480 I5 8TH RAM 16GB/1TB SSD / 14"" /WIN 10",Rp2.400.000,Jakarta Barat,5.0,25 terjual
"LAPTOP LENOVO THINKPAD X1 Carbon G8 Intel Core i5 Gen 10th 10210U 8GB 256GB 14"" Touch Screen",Rp4.775.000,Kab. Sleman,,
Laptop HP 14 Ryzn 3 7320 8GB 512GB SSD Win11 + OHS2021 14.0Full HD Ips,Rp5.949.000,Jakarta Pusat,5.0,5 terjual
Lenovo Thinkpad X1 Carbon Core i5 Gen 10/16GB RAM/256GB SSD/ Mulus Grade A,Rp6.799.000,Jakarta Pusat,5.0,70+ terjual
SPEK BAGUS !! Laptop Hp Elitebook 830 i7 Gen 8 32gb/1tb ssd FREE TAS -a,Rp3.217.500,Jakarta Barat,5.0,13 terjual
Acer Aspire Lite 14 Core i5 1235U i3 1215U N100 16GB 512GB Win+OHS 14.0,Rp4.689.000,Jakarta Selatan,5.0,13 terjual
"LAPTOP ACER ASPIRE 5 A515 TOUCH I5 13420 8GB 512GB SSD W11 15.6FHD IPS - Ultrabook Tipis, Ringan & Stylish – Performa Kencang, SSD Cepat, RAM Besar, Baterai Awet, Cocok untuk Kerja, Kuliah, Netflix , Editing & Konten kreator",Rp7.349.000,Jakarta Utara,5.0,100+ terjual
Laptop 2in1  X1 Tablet Gen3 Core i5-8350u Ram 8GB SSD 256GB Bergaransi,Rp3.762.000,Yogyakarta,5.0,5 terjual
Laptop Lenovo Ideapad Slim 3 14 Intel Core i3 1215U Ram 16Gb 512Gb Ssd Win 11 + Office Ohs Ori 14.0 Full HD,Rp5.579.000,Depok,5.0,80+ terjual
Lenovo ThinkPad X1 Carbon G9/Core i7 Gen-11-Evo/RAM 16GB/SSD 2TB/Touchscreen/Grade A,Rp8.499.000,Jakarta Pusat,5.0,19 terjual
Laptop 2in1 Fujitsu U939X | U939 Core i7 8th RAM 16GB SSD Touchscreen Bergaransi,Rp2.600.000,Jakarta Pusat,4.7,8 terjual
"AST laptop touchscreen 2in1 baru 14"" hitam 16GB 512GB SSD W11 ORIGINAL",Rp8.150.000,Jakarta Barat,5.0,100+ terjual
PROMO !! LAPTOP ASUS X441 RAM (8GB/512GB SSD - 8GB/1TB) FREE MOUSE/TAS,Rp1.386.000,Jakarta Barat,4.4,20 terjual
CORE i7 GEN 8 TERMURAH ! LENOVO THINKPAD X280 LAPTOP SETIPIS X1 CARBON,Rp1.899.999,Jakarta Barat,4.9,2rb+ terjual
"LAPTOP SPEK TINGGI ! LENOVO T470s i7 6TH TOUCHS RAM 20GB/512GB SSD 14""",Rp2.300.000,Jakarta Barat,5.0,17 terjual
Laptop HP i7 RAM 16GB 2TB - Laptop Bekas HP Core i7 16GB 2TB,Rp2.800.000,Jakarta Utara,4.4,80+ terjual
LENOVO THINKPAD X260 i5-6300U 6TH GEN/ 16GB RAM /256GB SSD / BACKLITE,Rp2.400.000,Bogor,5.0,8 terjual
laptop gaming Acer Aspire V17 Nitro VN7-792G-70BV intel core i7 gen 6,Rp800.000,Kab. Subang,,
LAPTOP TABLET OK ! LENOVO THINKPAD YOGA 11E N3350 RAM 8GB/256GB SSD,Rp1.732.500,Jakarta Barat,4.8,250+ terjual
Laptop Bekas HP EliteBook 830 G5 Core i7 Gen 8,Rp2.300.000,Pekanbaru,4.9,40+ terjual
Lenovo Thinkpad X270 intel Core i5 Gen7 Mulus,Rp2.750.000,Depok,4.9,50+ terjual
Asus Rog Slim Gaming Gl552jx I7 Edition W/ 12 Gb Ram Mulus Bergaransi,Rp6.999.000,Bandung,5.0,60+ terjual
Laptop Hp Probook 430 G6 Intel Core i5 GEN 8 RAM 8GB SSD 256GB,Rp2.200.000,Jakarta Pusat,,
ZYREX D-TECH PRO V1 RYZEN 5 6600H 3500 16GB 512GB W11 14.0FHD IPS BLIT - LAPTOP ULTRABOOK CONSUMER,Rp3.999.000,Jakarta Utara,5.0,100+ terjual
Laptop Second Asus Vivobook A412DA AMD Ryzen 3 3200U 4/512GB,Rp4.150.000,Bandung,,
Laptop 2in1  X1 Tablet Gen3 Core i5-8350u Ram 8GB SSD 256GB Bergaransi,Rp3.762.000,Yogyakarta,5.0,5 terjual
"AST laptop touchscreen 2in1 baru 14"" hitam 16GB 512GB SSD W11 ORIGINAL",Rp8.150.000,Jakarta Barat,5.0,100+ terjual
laptop netbook samsung slim 10inch normal siap pakai & zoom garansi,Rp800.000,Jakarta Barat,4.2,6 terjual
PROMO !! LAPTOP ASUS X441 RAM (8GB/512GB SSD - 8GB/1TB) FREE MOUSE/TAS,Rp1.386.000,Jakarta Barat,4.4,20 terjual
Laptop 2in1 Fujitsu U939X | U939 Core i7 8th RAM 16GB SSD Touchscreen Bergaransi,Rp2.600.000,Jakarta Pusat,4.7,8 terjual
CORE i7 GEN 8 TERMURAH ! LENOVO THINKPAD X280 LAPTOP SETIPIS X1 CARBON,Rp1.899.999,Jakarta Barat,4.9,2rb+ terjual
Lenovo Thinkpad X270 intel Core i5 Gen7 Mulus,Rp2.750.000,Depok,4.9,50+ terjual
Laptop 2in1 Lenovo Ideapad Flex 5 Amd Ryzen 7 7730U 16GB 1TB SSD 14.0 Touch WUXGA IPS Win 11,Rp10.299.000,Bogor,5.0,1 terjual
Laptop Hp Probook 430 G6 Intel Core i5 GEN 8 RAM 8GB SSD 256GB,Rp2.200.000,Jakarta Pusat,,
LAPTOP LENOVO THINKPAD R61 | R400 | T500 CORE 2 DUO LAYAR 14 INCH | 15 INCH,Rp750.000,Bandung,5.0,8 terjual
ZYREX D-TECH PRO V1 RYZEN 5 6600H 3500 16GB 512GB W11 14.0FHD IPS BLIT - LAPTOP ULTRABOOK CONSUMER,Rp3.999.000,Jakarta Utara,5.0,100+ terjual
ASUS VIVOBOOK GO 14 E1404GA I3 N305 8GB 512GB W11+OHS+M365B 14.0FHD BLK -FHD351M,Rp5.749.000,Jakarta Utara,5.0,1rb+ terjual
Laptop Lenovo Thinkpad L590 I5GEN8 RAM 16 SSD 256,Rp4.100.000,Kab. Gresik,,2 terjual
Laptop Second Asus Vivobook A412DA AMD Ryzen 3 3200U 4/512GB,Rp4.150.000,Bandung,,
Laptop Bekas HP EliteBook 830 G5 Core i7 Gen 8,Rp2.300.000,Pekanbaru,4.9,40+ terjual
ThinkPad X390 i7 8th / Thinkpad X390 i5 8th / thinkpad X390,Rp2.450.000,Jakarta Pusat,5.0,100+ terjual
Macbook Air M1 / 16GB / 256GB Second Original,Rp10.450.000,Kab. Tangerang,5.0,28 terjual
laptop like new i5-1235U ram 16GB.ssd 512GB RO Comp MaxOne Laptop kerja,Rp4.350.000,Malang,,
Laptop lenovo Touchscreen X395 Ryzen 5 Pro Ram 16GB SSD 1TB layar 13.3 inch,Rp3.150.000,Jakarta Barat,4.7,23 terjual
LAPTOP ASUS EXPERTBOOK PM1403CDA RYZEN 5 7535HS 16GB 512GB SSD W11+OHS+M365B 14.0FHD VIPS 3Y+ADP -S65850WS,Rp7.399.000,Jakarta Utara,5.0,500+ terjual
Asus Rog Slim Gaming Gl552jx I7 Edition W/ 12 Gb Ram Mulus Bergaransi,Rp6.999.000,Bandung,5.0,60+ terjual
LAPTOP HP Laptop AI 14S MURAH Intel Core 3 100U 16GB DDR4 1TB SSD Windows 1 Home Original,Rp6.199.000,Jakarta Selatan,5.0,2 terjual
